id,artiste,titre,genre,contexte_temporel,contexte_meteo,contexte_activite,contexte_emotionnel,contexte_social,contexte_lieu,bpm_estime,energie,valence,danceability,acousticness,instrumentalness,speechiness,liveness,notes
7yG6DYapFf9QHseKRGdo4J,AShamaluevMusic,Energetic,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,149,0.874,0.934,0.821,0.654,0.295,0.072,0.229,6.2
3VjXXEhdupVlSZ4tJUyvWP,Ocean Sounds,Energetic Jamaica Ocean Sounds,pop,weekend,ensoleille,sport,joyeux,groupe,exterieur,151,0.814,0.88,0.791,0.316,0.363,0.115,0.242,6.7
1aGg1CLjvE8n08pBx52WAH,23peezy,ENERGY,pop,journee,neutre,cuisine,motive,couple,maison,129,0.734,0.659,0.634,0.66,0.261,0.111,0.109,7.3
60ie0WeEjKZsanUFgsQesU,아마루,Energetic,pop,apres_midi,chaud,detente,romantique,couple,restaurant,127,0.689,0.944,0.773,0.687,0.341,0.039,0.062,6.2
6ALP8q5geZi3Y6agRNKsA1,Bit Rain,Energetic Waves,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,150,0.891,0.819,0.797,0.647,0.346,0.109,0.128,6.8
66z8tVtEVeK1pY46rwJY6L,Shanin Blake,Energy Vampires,pop,weekend,chaud,fete,joyeux,groupe,cafe,126,0.722,0.83,0.847,0.646,0.116,0.086,0.108,7.2
5uDASfU19gDxSjW8cnCaBp,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),pop,journee,neutre,conduite,motive,famille,voiture,122,0.758,0.73,0.764,0.592,0.351,0.101,0.3,8.7
0qpdzfTxAkOREtvvGO5oew,SZA,Chill Baby,pop,journee,neutre,cuisine,motive,couple,maison,126,0.766,0.677,0.717,0.685,0.156,0.107,0.279,8.4
5koLyxl6fWprtuT1TKlZ35,41,Chill Guy (with Kyle Richh),pop,weekend,chaud,fete,joyeux,amis,parc,127,0.711,0.862,0.841,0.535,0.39,0.065,0.121,8.1
0Utg7sirTPqrs6Cx0FbriQ,Cole Swindell,Chillin' It,pop,apres_midi,chaud,detente,romantique,couple,maison,133,0.602,0.855,0.66,0.642,0.22,0.094,0.114,7.9
1rM0CnyUiiw6A9CHJRXjZA,Sofia Carson,Chillin' Like a Villain,pop,weekend,chaud,conduite,joyeux,famille,voiture,129,0.737,0.824,0.717,0.39,0.337,0.067,0.223,8.2
4ppKM7xnkSAwSyKqD4QTY4,Lil Uzi Vert,Chill Bae,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,138,0.706,0.852,0.776,0.529,0.287,0.054,0.136,8.2
1QIUF20HdqMA0CJvkBOHNb,LISA,Chill,pop,journee,ensoleille,sport,energique,amis,salle_sport,140,0.881,0.778,0.856,0.338,0.369,0.067,0.307,8.1
0Q2swhyruD6aEgLVAOY03T,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),pop,journee,ensoleille,sport,energique,groupe,exterieur,136,0.849,0.705,0.875,0.5,0.005,0.105,0.08,7.5
5stlKROdHj0kCaeQfJt2Nq,The Tone-Gens,Chilly White Noise,pop,journee,ensoleille,sport,energique,groupe,exterieur,153,0.855,0.752,0.855,0.658,0.26,0.088,0.109,8.1
1lxswgIpzV6HhENRvkflES,Farruko,Chillax (feat. Ky-Mani Marley),pop,weekend,chaud,sport,joyeux,groupe,exterieur,136,0.939,0.828,0.897,0.294,0.336,0.05,0.136,8.1
2Vo3sVSCltAaYU1u0f9ASz,Rob $tone,"Chill Bill REMIX (feat. D.R.A.M., Denzel Curry & Cousin Stizz)",pop,apres_midi,neutre,cuisine,neutre,amis,exterieur,122,0.625,0.74,0.621,0.498,0.361,0.118,0.335,7.7
0jLunknItK9AujRCUYkVhn,LISA,Chill,pop,journee,chaud,sport,energique,groupe,salle_sport,135,0.887,0.759,0.786,0.318,0.097,0.066,0.303,8.2
5zsrV7RQ54Mh1WuFGnEy6V,Levity,Chill,pop,apres_midi,neutre,conduite,neutre,amis,voiture,122,0.64,0.707,0.694,0.475,0.28,0.046,0.326,8.0
5GiCmMmBYxmSMIsxhiomA3,Jawga Boyz,Chillin in the Backwoods,pop,apres_midi,ensoleille,cuisine,neutre,famille,exterieur,133,0.67,0.85,0.635,0.462,0.049,0.083,0.092,7.8
1HshHZrFIF5MRXWCZntOPr,Stray Kids,CHILL,pop,weekend,chaud,sport,joyeux,amis,salle_sport,151,0.857,0.823,0.901,0.62,0.237,0.078,0.066,7.8
7aETfVDs6MnQg6uyEhhpro,Toby Fox,Chill,pop,weekend,chaud,sport,joyeux,amis,salle_sport,146,0.887,0.834,0.8,0.274,0.156,0.103,0.317,7.5
2NZABaUZUleW2mIuDlh5ZA,Sunday Scaries,Chill Like That,pop,journee,neutre,conduite,motive,couple,voiture,116,0.715,0.716,0.718,0.678,0.337,0.043,0.206,8.5
6GRJZZxRBLX1wRlM3rbf6S,Young Dolph,Chill,pop,journee,chaud,sport,energique,amis,exterieur,140,0.805,0.759,0.802,0.677,0.085,0.071,0.261,7.6
5MJzPVpmuQenwmnW4tvqxN,SZA,Chill Baby,pop,apres_midi,ensoleille,detente,romantique,couple,maison,134,0.664,0.929,0.717,0.673,0.36,0.118,0.179,7.6
69U1sGWKtrtEAnd2vyj731,Ka$hhh,Chill,pop,apres_midi,chaud,detente,romantique,couple,maison,137,0.627,0.823,0.598,0.642,0.371,0.097,0.098,7.2
0APmmogkV8VCzKdGB6d0Sh,Acoustic Activity,Chilled Pink Lullaby,pop,apres_midi,ensoleille,cuisine,neutre,famille,plage,115,0.602,0.914,0.631,0.497,0.296,0.041,0.343,7.5
1LVKDi1cQ0PHaK1kL3VUKD,Toby Fox,Chill,pop,apres_midi,neutre,detente,romantique,couple,restaurant,138,0.683,0.752,0.658,0.777,0.306,0.108,0.294,7.6
3K7KpiLznJYFDg1FTSVcDk,Slique Jay Adams,Chill,pop,apres_midi,chaud,detente,romantique,couple,restaurant,115,0.656,0.925,0.653,0.66,0.017,0.108,0.218,7.0
51yBX5feHREH4CQB3z4Mk0,All Rain,Chill Summer Rain,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,133,0.731,0.851,0.787,0.633,0.171,0.091,0.266,8.0
3gnZ5IguvkLCAGVKJdHD7n,Trey Songz,Chill,pop,journee,neutre,cuisine,motive,famille,maison,119,0.794,0.712,0.763,0.486,0.128,0.052,0.218,7.6
6g6hQOcDSt9IR2wAMCxr2M,Mickey Valen,Chills - Dark Version,pop,journee,neutre,sport,motive,groupe,salle_sport,139,0.778,0.771,0.768,0.719,0.081,0.035,0.153,8.1
3UQDdKNCToZpOB2jJRJxEY,DJ Noiz,Chill,pop,apres_midi,neutre,conduite,neutre,amis,voiture,119,0.695,0.736,0.651,0.413,0.36,0.045,0.168,7.8
2HZh3z8Mj0V27Jm7A8PVV9,Sleep Recorders,Chilled Waves,pop,journee,neutre,conduite,motive,amis,voiture,123,0.701,0.672,0.767,0.531,0.081,0.11,0.334,8.4
03vzu03ZnrKlHHL1nTi7zY,Bakar,Chill,pop,journee,neutre,sport,motive,amis,salle_sport,135,0.724,0.7,0.761,0.64,0.034,0.089,0.138,7.8
4OofhBhbbqxC1pP39AabMG,The Brothers Nylon,Chill,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,132,0.773,0.858,0.834,0.415,0.156,0.088,0.225,7.3
5z51HY4ei5QhTjcvwq5Msw,Wale,On Chill (feat. Jeremih),pop,apres_midi,ensoleille,cuisine,neutre,famille,exterieur,135,0.656,0.87,0.634,0.414,0.277,0.062,0.314,8.0
6u6DLXSWnwhpeBftBx0M0p,Cypress Moreno,Chill,pop,journee,neutre,cuisine,motive,couple,maison,124,0.708,0.715,0.75,0.768,0.302,0.085,0.247,7.4
0jjE8w7Rtu3NCImWhKKX8x,Oliver Heldens,Chills (Feel My Love),pop,weekend,ensoleille,sport,joyeux,groupe,exterieur,152,0.9,0.84,0.95,0.52,0.389,0.074,0.298,7.9
74tpC8vZ6DJUILzGG9uvp4,Ghali,Chill,pop,weekend,ensoleille,conduite,joyeux,famille,voiture,119,0.707,0.827,0.736,0.42,0.054,0.034,0.29,8.3
18VlcIarBGAEAD9KVt3FmE,Red Velvet,Chill Kill,pop,journee,neutre,sport,motive,amis,salle_sport,140,0.899,0.695,0.916,0.521,0.24,0.07,0.095,7.9
55z83Ctt01Rpp8S6tX0vWB,intime,Chill,pop,weekend,chaud,sport,joyeux,groupe,exterieur,130,0.7,0.824,0.817,0.6,0.031,0.045,0.27,7.5
3Nxw6eeFpBwUbxVuSY6NC0,Modjo,Chillin',pop,apres_midi,neutre,cuisine,neutre,famille,maison,135,0.699,0.758,0.68,0.44,0.373,0.051,0.103,8.2
2v1g7Jzjg5Dqtj1Il4xl5P,Domknowz,Chill,pop,apres_midi,neutre,detente,romantique,couple,restaurant,115,0.639,0.76,0.651,0.522,0.018,0.04,0.059,7.3
5Q0Nhxo0l2bP3pNjpGJwV1,Miley Cyrus,Party In The U.S.A.,pop,weekend,chaud,sport,joyeux,amis,exterieur,141,0.916,0.821,0.902,0.604,0.096,0.087,0.244,8.3
0IkKz2J93C94Ei4BvDop7P,LMFAO,Party Rock Anthem,rock,journee,ensoleille,sport,energique,groupe,exterieur,161,0.896,0.773,0.785,0.319,0.166,0.066,0.145,8.2
5RqR4ZCCKJDcBLIn4sih9l,StaySolidRocky,Party Girl,rock,journee,neutre,sport,motive,amis,salle_sport,166,0.876,0.651,0.834,0.531,0.093,0.114,0.224,8.3
7kGxq205bhv50mEdpx37FX,Kee Nola,Party Girl,pop,journee,ensoleille,sport,energique,amis,exterieur,147,0.9,0.715,0.841,0.637,0.154,0.038,0.116,8.3
0GROiXm03OrMC5ltXLhGIu,The Weeknd,The Party & The After Party,pop,apres_midi,chaud,detente,romantique,couple,maison,119,0.67,0.839,0.753,0.768,0.33,0.1,0.201,8.4
4F7A0DXBrmUAkp32uenhZt,The Weeknd,Party Monster,pop,journee,ensoleille,sport,energique,amis,salle_sport,138,0.919,0.742,0.863,0.668,0.074,0.084,0.169,8.3
4tYFy8ALRjIZvnvSLw5lxN,Bad Bunny,Party,pop,journee,neutre,sport,motive,groupe,exterieur,130,0.763,0.737,0.636,0.408,0.373,0.113,0.322,8.7
1IYaMVfidzSfvCUZYXhsU1,SHOP BOYZ,Party Like A Rock Star,rock,journee,neutre,sport,neutre,groupe,salle_sport,162,0.921,0.571,0.877,0.364,0.203,0.081,0.244,8.1
12VH4g5pTMZmrUVzfJq7F7,PARTYNEXTDOOR,M a k e I t T o T h e M o r n i n g,pop,journee,neutre,conduite,motive,famille,voiture,129,0.73,0.712,0.61,0.449,0.015,0.042,0.27,9.0
6N5DRCQUSXT1qQqmqsO92B,Eddie Murphy,Party All the Time,pop,weekend,chaud,sport,joyeux,groupe,exterieur,139,0.89,0.856,0.848,0.282,0.178,0.049,0.219,7.8
3IJYUaN3tx04S4TYyZHKoP,StaySolidRocky,Party Girl,rock,weekend,chaud,sport,joyeux,groupe,exterieur,165,0.95,0.843,0.95,0.469,0.283,0.069,0.173,8.1
1KhljCoJ2TgDEldnnfTHHc,Chris Brown,Party (feat. Usher & Gucci Mane),pop,journee,chaud,sport,energique,amis,salle_sport,141,0.871,0.748,0.88,0.587,0.108,0.032,0.292,8.3
0LWkaEyQRkF0XAms8Bg1fC,DMX,Party Up,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,132,0.843,0.9,0.798,0.469,0.099,0.11,0.252,8.1
5mqPg2dyqb1gBNyg9ycGcT,The Notorious B.I.G.,Party And Bullshit,pop,journee,chaud,cuisine,energique,famille,exterieur,128,0.824,0.779,0.706,0.468,0.062,0.082,0.229,8.3
6sm7XqRLVN6mhJ2xxoKO1B,Cris Mj,Party MJ,pop,journee,chaud,conduite,joyeux,couple,voiture,118,0.764,0.824,0.649,0.723,0.393,0.085,0.094,8.3
0rAXLQ7JgPek5Wll0AXBMb,Juice WRLD,Party By Myself,pop,apres_midi,neutre,detente,romantique,couple,maison,124,0.637,0.786,0.696,0.654,0.397,0.112,0.218,8.2
5fEB6ZmVkg63GZg9qO86jh,PARTYNEXTDOOR,Break from Toronto,pop,weekend,chaud,sport,joyeux,groupe,exterieur,134,0.835,0.95,0.834,0.652,0.241,0.098,0.067,8.3
42qh86p7TLXyumxSHn65kc,Beyoncé,Party (feat. André 3000),pop,journee,neutre,conduite,motive,amis,voiture,119,0.766,0.666,0.801,0.417,0.093,0.074,0.127,8.4
48kwdkeHEJEuMzcKklPv5b,LMFAO,Sorry For Party Rocking,rock,journee,neutre,sport,neutre,amis,salle_sport,154,0.911,0.527,0.719,0.517,0.284,0.088,0.155,7.8
3S0XNskgVx6fOM770Q4Pmn,Miley Cyrus,Party In The U.S.A.,pop,journee,ensoleille,sport,joyeux,groupe,salle_sport,131,0.714,0.845,0.684,0.699,0.245,0.1,0.065,7.3
0NUqi0ps17YpLUC3kgsZq0,PARTYNEXTDOOR,DIE TRYING,pop,weekend,ensoleille,conduite,joyeux,amis,voiture,129,0.712,0.95,0.757,0.453,0.263,0.056,0.067,8.5
7sF60K6DSgGPgpriRYMZO6,pearl,party 4 u - sped up,pop,journee,chaud,sport,energique,amis,salle_sport,149,0.803,0.768,0.791,0.52,0.363,0.089,0.233,7.6
5c3luoCub1Z1Gg74NdNtuq,PARTYNEXTDOOR,Belong to the City,pop,weekend,chaud,sport,joyeux,amis,exterieur,140,0.859,0.882,0.804,0.438,0.34,0.103,0.236,8.3
1zhMHgotgZXkLCXpqNRnPK,PARTYNEXTDOOR,N o C h i l l,pop,journee,neutre,sport,motive,groupe,exterieur,135,0.754,0.736,0.777,0.637,0.168,0.061,0.208,8.8
6VDKp0F4w3L2zijY3eh0uP,wifiskeleton,party,pop,journee,ensoleille,sport,energique,amis,exterieur,147,0.892,0.701,0.774,0.633,0.319,0.061,0.086,8.1
0w8E6pvf5frj10yvgWLQCt,FreeLine Mc,Party In The Gunshine State,pop,journee,chaud,sport,energique,groupe,salle_sport,152,0.825,0.751,0.838,0.503,0.38,0.112,0.155,7.8
3JEJwjqLkg2Jbau5922CAb,PARTYNEXTDOOR,Her Way,pop,journee,neutre,conduite,motive,couple,voiture,125,0.769,0.761,0.773,0.72,0.172,0.095,0.087,8.7
5TTGoX70AFrTvuEtqHK37S,Arctic Monkeys,No. 1 Party Anthem,pop,journee,neutre,conduite,motive,couple,voiture,115,0.746,0.752,0.785,0.636,0.258,0.077,0.114,9.1
3VVwoqI2dmGimvzZubUkAs,skyemane,party 4 u x Never Be Like You,pop,apres_midi,chaud,detente,romantique,couple,restaurant,130,0.657,0.941,0.798,0.675,0.118,0.117,0.057,6.9
33BBo7zULt3O7mgE3pWMM5,Juice WRLD,The Party Never Ends,pop,apres_midi,neutre,conduite,neutre,famille,voiture,124,0.621,0.757,0.613,0.478,0.378,0.049,0.242,8.1
5eZaT21ZVGyGHJ8kcwaNxA,"""Weird Al"" Yankovic","Party In the CIA (Parody of ""Party In The U.S.A."" by Miley Cyrus)",pop,apres_midi,chaud,detente,romantique,couple,maison,130,0.627,0.92,0.745,0.818,0.142,0.089,0.21,7.3
6cEguiQecbXrFlsnMi2ysr,PARTYNEXTDOOR,Come and See Me (feat. Drake),pop,weekend,ensoleille,sport,joyeux,amis,exterieur,143,0.927,0.95,0.923,0.672,0.303,0.119,0.29,8.0
2skIoSHRG1h9Oqg5iCcSUU,Charli xcx,party 4 u,pop,apres_midi,chaud,detente,romantique,couple,maison,125,0.685,0.915,0.714,0.61,0.311,0.033,0.246,7.0
2kZoOj1n5vk9BuF0sih58M,PARTYNEXTDOOR,SOMEBODY LOVES ME,pop,weekend,chaud,conduite,joyeux,amis,voiture,117,0.717,0.95,0.74,0.503,0.231,0.11,0.162,8.4
5n5IxMcG2oV8IOzklsW6Vd,The Kiboomers,Party Freeze Dance Song,pop,apres_midi,chaud,detente,romantique,couple,restaurant,126,0.603,0.854,0.64,0.734,0.353,0.102,0.186,7.5
1DMYEiuAgz1OKvANXiNFrN,PARTYNEXTDOOR,Recognize (feat. Drake),pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,140,0.877,0.814,0.847,0.49,0.198,0.046,0.116,8.4
57IEs29xqMQaAkjQ8iQuI0,David Lee Murphy,Party Crowd,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,135,0.879,0.95,0.815,0.302,0.306,0.086,0.157,7.5
1A8RGlqkdjAfwkXtEgJ7wR,PARTYNEXTDOOR,Sex on the Beach,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,145,0.946,0.821,0.899,0.487,0.39,0.049,0.24,8.2
2wAJTrFhCnQyNSD3oUgTZO,J. Cole,Work Out,pop,journee,ensoleille,sport,energique,groupe,exterieur,132,0.84,0.794,0.682,0.71,0.366,0.114,0.344,8.5
2a1JSfTePKhysdIif2bzut,Kanye West,Workout Plan,pop,apres_midi,neutre,detente,romantique,couple,maison,115,0.631,0.745,0.591,0.759,0.239,0.083,0.069,7.6
7mobUfp1aL8A6CdugCMWft,Tiësto,BOTH,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,153,0.851,0.94,0.872,0.367,0.012,0.055,0.105,7.8
1Vp4St7JcXaUoJcIahtf3L,Kanye West,The New Workout Plan,pop,journee,neutre,sport,motive,groupe,exterieur,134,0.747,0.698,0.722,0.705,0.247,0.075,0.347,8.3
3BlI8WbmqInpjM0z3k4L63,Kes,Workout,pop,weekend,chaud,sport,joyeux,groupe,exterieur,137,0.726,0.845,0.748,0.583,0.19,0.1,0.154,7.5
0FhBANnxcQBgD3tQ75WFAn,Lizzo,Fitness,pop,apres_midi,neutre,cuisine,neutre,famille,maison,138,0.696,0.664,0.653,0.433,0.333,0.066,0.295,8.1
2XKsHHNCtKqk9cF35TRFyC,ACRAZE,Do It To It - Tiësto Remix,pop,apres_midi,ensoleille,detente,romantique,couple,maison,130,0.695,0.895,0.675,0.719,0.353,0.105,0.284,7.8
0wapads1fnPZcykH4lHyFU,Don Ready,WORKOUT,pop,journee,ensoleille,sport,joyeux,groupe,salle_sport,136,0.711,0.934,0.695,0.397,0.318,0.067,0.104,6.8
1DLQrbkx4gLnUzZ104GSyq,Flo Rida,When I Grow Up - Workout Mantra Mix,pop,journee,neutre,sport,motive,groupe,exterieur,145,0.834,0.667,0.798,0.693,0.102,0.103,0.069,6.8
2JTpoqOW26qIaPiCAWV6b8,EMTK,Feel Your Love,pop,apres_midi,chaud,detente,romantique,amis,maison,127,0.683,0.912,0.85,0.773,0.042,0.066,0.143,7.4
0zqVUqHT2xBu84lQ7iN0Fl,JaidynAlexis,Workout,pop,weekend,chaud,conduite,joyeux,amis,voiture,125,0.705,0.892,0.715,0.417,0.169,0.099,0.246,6.9
3vv8CydGrXiESJ8flbrfwD,Torrian Ball,Workout (Remix),pop,weekend,chaud,sport,joyeux,groupe,exterieur,137,0.765,0.912,0.906,0.588,0.337,0.08,0.149,7.0
5M0ApBngnLXxx0yO8YUrNG,Tiësto,10:35,pop,journee,neutre,sport,motive,groupe,salle_sport,139,0.776,0.677,0.766,0.704,0.189,0.098,0.056,7.0
5JUjW2aXe7Pc5xqvgg5gw8,Asianae,Workout,pop,weekend,chaud,conduite,joyeux,amis,voiture,125,0.77,0.922,0.787,0.556,0.066,0.047,0.051,6.8
5a2ZkR8Jp1b3zJugv9e9wo,Nander,Getaway,pop,apres_midi,ensoleille,cuisine,neutre,famille,exterieur,125,0.632,0.948,0.641,0.487,0.207,0.049,0.1,7.3
0b59YDhNMi8tIiSQWvCCe7,Rendez Vous,Workout,pop,apres_midi,neutre,cuisine,neutre,amis,restaurant,122,0.627,0.772,0.652,0.464,0.04,0.095,0.138,7.1
63PgDUiV0MbJc8V9zT5Ymn,Supreme Skillz,Workout,pop,apres_midi,neutre,conduite,neutre,amis,voiture,128,0.685,0.736,0.788,0.429,0.272,0.072,0.268,7.2
7KbzdD7YS3ry1u47W97rfJ,Gracie's Corner,Workout Song,pop,apres_midi,ensoleille,detente,romantique,couple,maison,138,0.673,0.84,0.716,0.589,0.374,0.071,0.18,7.0
1EyBjU9qjLgzj2JRVpF5an,Todrick Hall,Werk Out,pop,apres_midi,chaud,detente,romantique,couple,restaurant,126,0.616,0.888,0.778,0.68,0.109,0.103,0.228,7.0
6XGyBPInFB1M3BsZzTduHe,Giraffage,Workout,pop,weekend,ensoleille,cuisine,joyeux,famille,parc,119,0.778,0.886,0.732,0.504,0.214,0.095,0.149,7.0
5lOhMuK5fgTQi9Ic7oeper,Ronnie Coleman,Workout Motivation,pop,apres_midi,neutre,detente,romantique,couple,maison,123,0.686,0.758,0.716,0.741,0.368,0.045,0.265,7.7
2vEZCfPZ6mKp1mXwljFUPR,Reli Beats,Workout,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,130,0.795,0.944,0.752,0.686,0.052,0.059,0.268,6.9
1Acxd38LUbtYM4OpjiGliW,Lizzo,About Damn Time,pop,weekend,chaud,cuisine,joyeux,couple,maison,121,0.726,0.944,0.798,0.667,0.191,0.061,0.118,6.5
2a68xrYa3kxdyxKQkVuaJQ,DJ Craig Gorman,Workout,pop,weekend,chaud,fete,joyeux,amis,cafe,121,0.742,0.875,0.876,0.652,0.355,0.106,0.219,7.4
2feyIPw7iHgdaMYRskMTuK,METTE,MUSCLE,pop,journee,chaud,cuisine,joyeux,famille,parc,120,0.711,0.873,0.666,0.596,0.384,0.068,0.297,7.3
0tP98JLud8UGyCkUkRriqu,PRIMU$ PHONK,Workout,pop,weekend,chaud,cuisine,joyeux,couple,maison,119,0.704,0.913,0.777,0.749,0.175,0.038,0.322,6.9
5e1V0fIrwC6xaUGR6l2pqV,Addison Zegan,Pre Workout Motivation Speech,pop,apres_midi,neutre,detente,romantique,couple,maison,128,0.684,0.734,0.624,0.737,0.325,0.115,0.264,7.6
7xpPQHC0vI04oPuGdBkLSs,Tiësto,Hot In It,pop,apres_midi,ensoleille,detente,romantique,couple,maison,122,0.689,0.879,0.698,0.532,0.292,0.102,0.188,6.5
111Pqf6AuQvqeaAd0udTcT,TommyGunz,Workout,pop,journee,ensoleille,sport,energique,amis,salle_sport,150,0.862,0.712,0.79,0.47,0.258,0.068,0.058,6.8
1JRjR5GRADwYlEqPbcDwef,Bakrou,Vegeta Workout Motivation - HARDSTYLE,pop,apres_midi,neutre,detente,romantique,couple,restaurant,132,0.693,0.751,0.738,0.615,0.013,0.089,0.313,7.7
4hRlvhDlrWbPLmYkfzEYx3,Portugal. The Man,Feel It Still,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,150,0.886,0.854,0.95,0.344,0.014,0.081,0.227,6.6
5XH2T7g6s9b3tHFrxsWtcP,Andy C,Workout,pop,apres_midi,ensoleille,conduite,neutre,famille,voiture,130,0.652,0.922,0.796,0.489,0.297,0.046,0.144,7.1
0eHWTWRasw4bgYATBhaJOZ,Vladss,Everyday I'm Hustlin,pop,journee,chaud,sport,energique,amis,salle_sport,135,0.821,0.726,0.87,0.369,0.272,0.042,0.16,7.4
1ldNEGPZ1q0necVRu5FIHy,Golds gym,Workout,pop,weekend,ensoleille,sport,joyeux,groupe,exterieur,153,0.86,0.927,0.95,0.637,0.144,0.031,0.177,6.5
2zoTrABJrTLpDmt403PXUQ,EBEN,Fight Back,pop,weekend,ensoleille,sport,joyeux,amis,exterieur,133,0.789,0.811,0.75,0.359,0.351,0.034,0.252,7.7
0hl8Kohg9Cwzc28xPEwfuG,Synthwave Nation,Workout,pop,weekend,chaud,sport,joyeux,amis,exterieur,148,0.84,0.833,0.887,0.359,0.366,0.067,0.332,6.8
2XfM8kwErKobWTBhT11LtF,HIIT BPM,Bring Sally Up - Workout,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,151,0.815,0.84,0.812,0.643,0.251,0.097,0.115,7.7
30HH5fUlLuu8Dxw7sLi93z,Dj Dru,Feel The Burn,pop,apres_midi,neutre,conduite,neutre,amis,voiture,118,0.643,0.696,0.732,0.495,0.358,0.106,0.262,7.4
1jkr5vw9efMLHhSxbQ8Wka,Shoes Turned Up,Workout,pop,apres_midi,neutre,detente,romantique,couple,restaurant,115,0.62,0.672,0.557,0.646,0.211,0.09,0.176,6.9
7Envu5afU773yIOlEAE3wT,Flo Rida,Good Feeling,pop,apres_midi,neutre,detente,romantique,couple,restaurant,136,0.63,0.684,0.618,0.652,0.376,0.101,0.286,6.9
5TbREHZXN3K6RknCW9wBTE,B-Legit,Workout,pop,apres_midi,chaud,detente,romantique,couple,restaurant,133,0.624,0.909,0.613,0.665,0.111,0.07,0.1,6.3
1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,pop,journee,neutre,conduite,motive,couple,voiture,120,0.725,0.772,0.61,0.62,0.398,0.116,0.077,8.9
7s5VQqrjBtrBgZL4pEa46S,Eyedress,Romantic Lover,pop,journee,chaud,sport,joyeux,amis,exterieur,138,0.74,0.95,0.686,0.473,0.164,0.036,0.309,8.2
51v7yO07BdGgP6hv0OaDe2,John Powell,Romantic Flight - From How To Train Your Dragon Music From The Motion Picture,pop,journee,ensoleille,sport,energique,groupe,exterieur,135,0.865,0.766,0.795,0.642,0.197,0.082,0.255,8.1
6TBEvIBdVzWe96X0Bai39D,Mannequin Pussy,Romantic,pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,134,0.667,0.943,0.705,0.576,0.113,0.07,0.25,7.5
6OGgPVxqijHJ5tQlZXkEfW,d4vd,Romantic Homicide - Live Version,pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,149,0.882,0.931,0.843,0.322,0.046,0.049,0.17,7.5
23ZfYXdy2deoaf4u1XObHZ,Deftones,Romantic Dreams,pop,journee,neutre,sport,motive,groupe,exterieur,147,0.881,0.696,0.767,0.365,0.069,0.117,0.062,8.0
0SCLsDJtC7DmOwks1tsszt,d4vd,Romantic Homicide,pop,journee,chaud,sport,energique,groupe,salle_sport,148,0.853,0.762,0.842,0.484,0.383,0.098,0.242,7.9
7IBSffWIu7P2MC7kMwy2FM,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),pop,journee,ensoleille,sport,energique,amis,salle_sport,135,0.873,0.772,0.799,0.599,0.012,0.089,0.295,8.2
24uBxYyG8VFoum8l4ZVHEn,Yusuke Honma,Romantic,pop,journee,chaud,sport,energique,amis,salle_sport,146,0.889,0.762,0.872,0.325,0.379,0.05,0.063,7.6
29K9XCDx9IDpyGpKmoM5VJ,ROMANTICA,ERROR,pop,apres_midi,chaud,detente,romantique,couple,maison,139,0.62,0.823,0.646,0.511,0.185,0.119,0.318,7.7
2vPMoMDXxu9uX1igWZmXSG,Taylor Swift,New Romantics (Taylor's Version),pop,journee,chaud,sport,energique,amis,exterieur,146,0.926,0.739,0.877,0.583,0.236,0.087,0.24,8.2
7kPqBVApDFSVkzeUiT142t,d4vd,Romantic Homicide - Live Version,pop,journee,neutre,cuisine,motive,amis,cafe,115,0.779,0.75,0.803,0.342,0.104,0.111,0.099,7.8
3b9hmdwt0RWluhFm3hLKz8,Feid,ROMÁNTICOS DE LUNES,pop,apres_midi,chaud,detente,romantique,couple,restaurant,137,0.619,0.891,0.601,0.624,0.273,0.071,0.152,7.8
4ebcE2SmkG7nplvzFAWRu7,The Romantics,What I Like About You,pop,journee,neutre,sport,motive,groupe,exterieur,138,0.804,0.683,0.786,0.56,0.244,0.091,0.322,8.3
2PuKKbpvpzJIYTHo5nUbRA,jxdn,Romantic Homicide,pop,apres_midi,chaud,detente,romantique,couple,maison,134,0.641,0.815,0.769,0.695,0.326,0.116,0.225,7.3
6EHd67PsiwJ8ptMr0Pus99,Ryanzz,Romantic Homicide - Hoodtrap,pop,apres_midi,ensoleille,detente,romantique,couple,maison,118,0.611,0.861,0.725,0.695,0.292,0.034,0.079,7.1
